name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
R.Fitzpatrick,00-0023682,no,NYJ,QB,,,,,,0,1,1,1,-23,,,,,,,,,,,,,,,145,88,6,7,0,0,924,,,,,,,,,,,,,,,,,,16,30,0,0,0,0,52
T.Bohanon,00-0030112,yes,NYJ,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,2
B.Powell,00-0028064,no,NYJ,RB,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,0,14,0,0,0,88,34,54,0,0,0,0,131
C.Ivory,00-0027531,no,NYJ,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,3,0,0,0,12,63,62,13,3,0,0,314
E.Decker,00-0027690,no,NYJ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,31,14,3,0,0,180,,,,,,,
B.Marshall,00-0024334,no,NYJ,WR,,,,,,1,0,2,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,32,30,3,0,0,400,,,,,,,
C.Owusu,00-0028905,yes,NYJ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,0,4,0,0,0,55,,,,,,,
Q.Coples,00-0029559,no,NYJ,OLB,4,0,0,0,2,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Revis,00-0025401,no,NYJ,CB,3,0,2,0,6,0,0,0,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Folk,00-0025565,no,NYJ,K,,,,,,,,,,,8,6,181,18,11,0,11,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Quigley,00-0029493,no,NYJ,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,8,197,21,884,,,,,,,,,,,,,,,,,,,
K.Davis,00-0026298,yes,NYJ,TE,,,,,,,,,,,,,,,,,,,,13,13,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Kerley,00-0028091,no,NYJ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,46,0,13,0,9,7,6,1,0,0,33,,,,,,,
D.Harris,00-0025434,no,NYJ,ILB,8,2,0,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Harrison,00-0029040,no,NYJ,NT,7,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Mauldin,00-0031564,yes,NYJ,OLB,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Williams,00-0031151,no,NYJ,CB,0,0,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Davis,00-0029607,no,NYJ,ILB,11,0,0,0,13,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Pryor,00-0031343,no,NYJ,SS,8,1,1,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Barnes,00-0029940,yes,NYJ,DT,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Reilly,00-0031000,no,NYJ,OLB,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Pace,00-0022120,no,NYJ,OLB,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Skrine,00-0028075,no,NYJ,DB,2,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Wilkerson,00-0027968,no,NYJ,DE,10,1,0,3.5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Williams,00-0031933,no,NYJ,DE,13,0,0,0.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Gilchrist,00-0027988,no,NYJ,FS,4,0,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Manziel,00-0031409,no,CLE,QB,,,,,,2,0,4,0,0,,,,,,,,,,,,,,,39,21,1,3,0,0,354,,,,,,,,,,,,,,,,,,9,16,0,0,0,0,36
J.McCown,00-0021206,no,CLE,QB,,,,,,2,0,3,0,0,,,,,,,,,,,,,,,149,101,1,6,3,2,1203,,,,,,,,,,,,,,,,,,6,23,10,1,0,0,35
D.Johnson,00-0032257,no,CLE,RB,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,34,21,1,0,0,172,40,49,0,0,0,0,121
I.Crowell,00-0030656,no,CLE,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,22,7,1,0,0,113,62,90,11,1,0,0,240
S.Draughn,00-0028202,no,CLE,RB,,,,,,,,,,,,,,,,,,,,77,77,0,3,0,,,,,,,,,,,,,,,,,,1,0,2,0,0,0,1,2,10,0,0,0,0,10
J.Dray,00-0027825,no,CLE,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,2,0,0,0,20,,,,,,,
G.Barnidge,00-0026281,no,CLE,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,47,24,3,0,0,374,,,,,,,
A.Hawkins,00-0027918,no,CLE,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,17,0,1,1,161,,,,,,,
T.Gabriel,00-0031228,no,CLE,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,0,14,0,1,1,142,,,,,,,
M.Johnson,00-0032068,no,CLE,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,2,0,0,0,14,,,,,,,
B.Hartline,00-0027077,no,CLE,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,9,0,0,0,128,,,,,,,
T.Benjamin,00-0029269,no,CLE,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,59,129,78,14,1,174,118,22,4,1,0,411,,,,,,,
T.Gipson,00-0028924,no,CLE,FS,9,0,1,0,13,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Coons,00-0031112,no,CLE,K,,,,,,,,,,,11,11,150,33,9,0,9,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Lee,00-0022824,no,CLE,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,9,298,21,1060,,,,,,,,,,,,,,,,,,,
D.Whitner,00-0024223,no,CLE,SS,15,0,0,0.5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Kruger,00-0027033,no,CLE,OLB,7,0,0,0.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Meder,00-0030697,no,CLE,DT,7,0,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Poyer,00-0030114,no,CLE,CB,5,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Robertson,00-0028834,no,CLE,ILB,7,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Solomon,00-0029589,no,CLE,LB,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Kirksey,00-0031361,no,CLE,ILB,7,1,0,1,8,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Williams,00-0031253,no,CLE,DB,3,1,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Haden,00-0027860,no,CLE,CB,4,0,0,0,15,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Bryant,00-0030553,no,CLE,OLB,9,1,0,3.5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Hughes,00-0029266,no,CLE,DE,6,1,0,1.5,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Mingo,00-0030558,no,CLE,OLB,3,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Bryant,00-0026533,no,CLE,DE,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Starks,00-0022805,no,CLE,DE,7,0,0,0,4,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Williams,00-0024061,no,CLE,CB,5,0,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Dansby,00-0022927,no,CLE,MLB,21,1,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Shelton,00-0032143,no,CLE,NT,8,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Hoyer,00-0026625,no,HOU,QB,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,94,59,2,5,0,0,780,,,,,,,,,,,,,,,,,,1,14,0,0,0,0,14
R.Mallett,00-0028012,no,HOU,QB,,,,,,,,,,,,,,,,,,,,,,,,,148,78,4,3,1,1,770,,,,,,,,,,,,,,,,,,4,11,6,1,0,0,11
A.Blue,00-0031075,no,HOU,RB,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,3,0,0,0,22,57,50,20,1,0,0,226
J.Grimes,00-0029510,no,HOU,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,11,0,0,0,61,14,32,0,0,0,0,54
C.Polk,00-0029438,no,HOU,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,8,0,0,0,58,28,54,1,1,0,0,97
C.Fiedorowicz,00-0031302,no,HOU,TE,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,5,6,1,0,0,66,,,,,,,
N.Washington,00-0023367,no,HOU,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,13,0,0,0,210,,,,,,,
C.Shorts,00-0028052,no,HOU,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,14,25,0,6,0,96,8,22,1,0,0,236,,,,,,,
R.Griffin,00-0030108,yes,HOU,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,1,0,0,0,18,,,,,,,
D.Hopkins,00-0030564,no,HOU,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,13,42,3,1,1,578,,,,,,,
K.Mumphery,00-0031600,no,HOU,WR,,,,,,0,1,1,1,0,,,,,,,,,,23,25,0,3,0,,,,,,,,,,,,,17,34,0,12,0,51,0,10,0,0,0,102,,,,,,,
R.Bullock,00-0029421,no,HOU,,,,,,,,,,,,6,5,129,15,5,0,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Lechler,00-0019714,no,HOU,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,8,286,28,1300,,,,,,,,,,,,,,,,,,,
A.Hal,00-0031087,no,HOU,DB,2,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Joseph,00-0024239,no,HOU,CB,2,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Pleasant,00-0029520,no,HOU,DB,2,0,0,0.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Clowney,00-0031364,no,HOU,OLB,3,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Crick,00-0029417,no,HOU,DE,8,0,0,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Dent,00-0028029,no,HOU,ILB,2,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Cushing,00-0026991,no,HOU,ILB,21,0,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Moore,00-0027983,no,HOU,FS,5,0,1,0,8,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Jackson,00-0027872,no,HOU,CB,3,0,0,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Mercilus,00-0029643,no,HOU,OLB,6,0,0,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Johnson,00-0031548,no,HOU,CB,2,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Bouye,00-0030228,no,HOU,CB,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Simon,00-0030442,no,HOU,OLB,4,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Watt,00-0027949,no,HOU,DE,7,0,0,4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q.Demps,00-0026257,no,HOU,SS,8,0,1,0.5,11,,,,,,,,,,,,,,,23,23,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Smith,00-0023436,no,KC,QB,,,,,,0,0,2,0,0,,,,,,,,,,,,,,,173,109,3,5,2,1,1291,,,,,,,,,,,,,,,,,,26,53,0,0,0,0,109
D.Thomas,00-0031060,no,KC,WR,,,,,,1,1,2,1,0,,,,,,,,,,61,61,0,3,0,,,,,,,,,,,,,27,53,0,17,0,53,19,8,1,0,0,69,5,11,0,0,0,0,3
K.Davis,00-0030280,no,KC,RB,,,,,,,,,,,,,,,,,,,,103,130,0,9,0,,,,,,,,,,,,,,,,,,12,0,1,0,0,0,12,11,22,8,1,0,0,27
J.Charles,00-0026213,no,KC,RB,,,,,,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,7,21,1,0,0,177,71,99,43,4,0,0,364
A.Wilson,00-0030669,no,KC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,3,0,0,0,25,,,,,,,
J.Maclin,00-0026995,no,KC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,5,36,1,0,0,483,2,-2,0,0,0,0,-5
A.Sherman,00-0028074,no,KC,FB,,,,,,,,,,,,,,,,,,,,11,11,0,1,0,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,,,,,,,
T.Kelce,00-0030506,no,KC,TE,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,42,24,2,1,1,328,,,,,,,
A.Bailey,00-0028024,no,KC,DE,5,1,0,3,12,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Santos,00-0031203,no,KC,K,,,,,,,,,,,13,11,169,33,10,0,10,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Colquitt,00-0023534,no,KC,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,11,292,25,1211,,,,,,,,,,,,,,,,,,,
D.Poe,00-0029688,no,KC,NT,5,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Mauga,00-0027170,no,KC,ILB,4,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Ford,00-0031297,no,KC,LB,1,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Hali,00-0024235,no,KC,OLB,2,0,0,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Houston,00-0028008,no,KC,OLB,3,1,0,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Parker,00-0028445,no,KC,SS,5,0,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Howard,00-0029277,no,KC,NT,11,0,0,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Abdullah,00-0025940,no,KC,FS,2,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Peters,00-0032165,no,KC,CB,3,0,2,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Berry,00-0027858,no,KC,FS,2,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Fleming,00-0029639,no,KC,CB,1,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Johnson,00-0023449,no,KC,ILB,3,0,0,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Branch,00-0026240,no,KC,DB,4,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Palmer,00-0021429,no,ARI,QB,,,,,,0,1,2,1,0,,,,,,,,,,,,,,,148,96,3,13,0,0,1316,,,,,,,,,,,,,,,,,,8,10,0,0,0,0,11
A.Ellington,00-0030287,no,ARI,RB,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,1,0,0,0,7,15,81,64,2,0,0,132
C.Johnson,00-0026164,no,ARI,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0,4,0,0,0,51,79,111,6,2,0,0,405
JA.Brown,00-0030300,no,ARI,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,6,4,1,0,0,48,,,,,,,
D.Fells,00-0029738,no,ARI,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,31,8,2,0,0,137,,,,,,,
JO.Brown,00-0031051,no,ARI,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,28,23,2,0,0,301,1,13,0,0,0,0,13
J.Gresham,00-0027873,no,ARI,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0,5,0,0,0,51,,,,,,,
M.Floyd,00-0029638,no,ARI,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,0,8,0,0,0,104,,,,,,,
L.Fitzgerald,00-0022921,no,ARI,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,38,35,6,0,0,490,,,,,,,
D.Johnson,00-0032187,no,ARI,RB,,,,,,1,0,1,0,0,,,,,,,,,,205,205,108,4,1,,,,,,,,,,,,,,,,,,90,78,9,2,0,0,137,18,38,17,3,0,0,91
C.Catanzaro,00-0030896,no,ARI,K,,,,,,,,,,,7,7,107,21,24,0,23,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Butler,00-0028952,no,ARI,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,9,223,18,694,,,,,,,,,,,,,,,,,,,
J.Nelson,00-0032112,no,ARI,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,0,3,0,,,,,,,,,,,,,,
R.Gunter,00-0032131,no,ARI,NT,1,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Jefferson,00-0030294,no,ARI,SS,6,2,1,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Woodley,00-0025433,no,ARI,OLB,0,0,0,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Campbell,00-0026190,no,ARI,DE,5,0,0,0.5,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Golden,00-0032127,no,ARI,OLB,4,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Bucannon,00-0031366,no,ARI,SS,5,1,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Minter,00-0030382,no,ARI,ILB,6,0,0,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Rucker,00-0024306,no,ARI,DE,2,1,0,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Mathieu,00-0030459,no,ARI,FS,1,1,2,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Weatherspoon,00-0027871,no,ARI,LB,2,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Okafor,00-0030503,no,ARI,OLB,4,0,0,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Peterson,00-0027943,no,ARI,CB,0,0,2,0,10,0,0,1,0,0,,,,,,,,,,24,24,0,1,0,,,,,,,,,,,,,24,32,0,9,0,,,,,,,,,,,,,,
J.Powers,00-0027064,no,ARI,CB,3,0,1,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Redding,00-0021998,no,ARI,DE,1,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Johnson,00-0027067,no,ARI,FS,4,0,3,0,17,0,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Brees,00-0020531,no,NO,QB,,,,,,2,1,4,1,0,,,,,,,,,,,,,,,170,113,3,6,1,0,1304,,,,,,,,,,,,,,,,,,3,1,0,0,0,0,1
B.Cooks,00-0031236,no,NO,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,14,25,1,0,0,322,2,0,0,0,0,0,0
K.Robinson,00-0030348,no,NO,RB,,,,,,,,,,,,,,,,,,,,33,33,0,2,0,,,,,,,,,,,,,,,,,,45,0,12,0,0,0,75,31,48,3,2,0,0,125
M.Ingram,00-0027966,no,NO,RB,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,0,24,0,0,0,220,68,61,16,2,0,0,261
A.Johnson,00-0029729,no,NO,FB,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,0,0,0,5,4,8,1,1,0,0,9
W.Snead,00-0030663,no,NO,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,16,22,1,1,0,381,,,,,,,
B.Watson,00-0022943,no,NO,TE,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,6,15,1,0,0,139,,,,,,,
M.Colston,00-0024466,no,NO,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,0,18,0,1,0,200,,,,,,,
B.Coleman,00-0030801,no,NO,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,12,9,1,0,0,113,,,,,,,
D.Breaux,00-0031474,no,NO,CB,2,0,1,0,12,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z.Hocker,00-0031092,no,NO,K,,,,,,,,,,,10,8,148,24,7,1,7,0,7,,,,,,,,,,,,,43,1,43,1,43,,,,,,,,,,,,,,,,,,,
T.Morstead,00-0027114,no,NO,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,6,203,13,561,,,,,,,,,,,,,,,,,,,
T.Davison,00-0031947,no,NO,DT,3,0,0,1,2,,,,,,,,,,,,,,,10,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Murphy,00-0031959,no,NO,RB,0,0,0,0,1,0,1,1,1,0,,,,,,,,,,103,120,0,8,0,,,,,,,,,,,,,55,97,74,8,1,,,,,,,,,,,,,,
D.Swann,00-0031949,no,NO,CB,2,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Anthony,00-0032102,no,NO,MLB,9,0,0,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Browner,00-0023013,no,NO,CB,4,0,1,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Vaccaro,00-0030060,no,NO,SS,11,0,0,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Hawthorne,00-0025999,no,NO,OLB,9,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
